x,y
0.0,0.6693652698566184
0.10101010101010101,1.6388644019167615
0.20202020202020202,0.3910792688509961
0.30303030303030304,1.2653830308121026
0.40404040404040403,4.48215988414383
0.5050505050505051,2.8463265710225887
0.6060606060606061,3.4604462149892727
0.7070707070707071,2.9534735416687514
0.8080808080808081,5.037560453800935
0.9090909090909091,4.839377498497893
1.0101010101010102,4.890502650212601
1.1111111111111112,6.156472678240644
1.2121212121212122,5.482248315006527
1.3131313131313131,8.08507620125041
1.4141414141414141,7.359658647591367
1.5151515151515151,7.5766097355437205
1.6161616161616161,6.2339109530340755
1.7171717171717171,7.281733692296714
1.8181818181818181,9.784885601243342
1.9191919191919191,9.486768663438124
2.0202020202020203,9.398857212962048
2.121212121212121,11.172847997540376
2.2222222222222223,11.708328130409477
2.323232323232323,12.783617118986253
2.4242424242424243,11.476961268016675
2.525252525252525,11.601841732676048
2.6262626262626263,11.240229273546708
2.727272727272727,12.31315975798771
2.8282828282828283,14.623151553213997
2.929292929292929,14.409845127305017
3.0303030303030303,13.927541225443791
3.131313131313131,14.830635919705676
3.2323232323232323,16.20038778568327
3.3333333333333335,16.471091815212866
3.4343434343434343,18.717211588028523
3.5353535353535355,16.099765785194876
3.6363636363636362,17.55670122901686
3.7373737373737375,18.104093256590726
3.8383838383838382,18.36314845272503
3.9393939393939394,18.39776609226594
4.040404040404041,22.029604040621024
4.141414141414141,19.1372804424655
4.242424242424242,20.94569047782678
4.343434343434343,21.01983573040215
4.444444444444445,22.5207618226993
4.545454545454545,22.142219194422097
4.646464646464646,22.599352301470823
4.747474747474747,24.36907122371975
4.848484848484849,22.975086903124467
4.94949494949495,23.120323945729773
5.05050505050505,22.89164069533958
5.151515151515151,25.04345169911614
5.252525252525253,24.71796594676501
5.353535353535354,23.935038535494623
5.454545454545454,25.256563993417
5.555555555555555,24.581864585930735
5.656565656565657,27.77530292596871
5.757575757575758,27.6182040130344
5.858585858585858,29.223343492716147
5.959595959595959,27.65829552194844
6.0606060606060606,28.903159903944797
6.161616161616162,32.28958600711434
6.262626262626262,29.046219068710542
6.363636363636363,30.672441512118397
6.4646464646464645,30.713108227042923
6.565656565656566,30.38086227514141
6.666666666666667,31.560414274362934
6.767676767676767,31.20081910702517
6.8686868686868685,32.90524024272043
6.96969696969697,33.37475789024378
7.070707070707071,32.794399481122305
7.171717171717171,33.230154895116414
7.2727272727272725,33.71212913748475
7.373737373737374,34.86315300385878
7.474747474747475,35.675115138276674
7.575757575757575,34.8611722525059
7.6767676767676765,37.34982506683087
7.777777777777778,36.27371173507837
7.878787878787879,37.94449377461923
7.979797979797979,35.73479866534635
8.080808080808081,40.4919760582731
8.181818181818182,37.24075814391873
8.282828282828282,40.17297553818456
8.383838383838384,40.23827683010377
8.484848484848484,39.62439246551807
8.585858585858587,41.25444209544353
8.686868686868687,41.04793640065107
8.787878787878787,41.89944114049851
8.88888888888889,42.44764804129785
8.98989898989899,45.53839521040255
9.09090909090909,42.83277596741744
9.191919191919192,45.0747869111525
9.292929292929292,43.25356244584318
9.393939393939394,44.14861811079534
9.494949494949495,45.471179926286645
9.595959595959595,42.94424413132817
9.696969696969697,45.63768423608386
9.797979797979798,46.435140495666296
9.8989898989899,47.994207602461
10.0,47.93019041494576
